"Study","Person","Rater","Criterion","Score"
"Study1","P077","R11","Global_Impression",3
"Study1","P077","R11","Linguistic_Realization",2
"Study1","P077","R11","Task_Fulfillment",4
"Study1","P078","R02","Global_Impression",4
"Study1","P078","R02","Linguistic_Realization",3
"Study1","P078","R02","Task_Fulfillment",2
"Study1","P078","R10","Global_Impression",4
"Study1","P078","R10","Linguistic_Realization",4
"Study1","P078","R10","Task_Fulfillment",4
"Study1","P079","R12","Global_Impression",4
"Study1","P079","R12","Linguistic_Realization",3
"Study1","P079","R12","Task_Fulfillment",2
"Study1","P079","R18","Global_Impression",4
"Study1","P079","R18","Linguistic_Realization",4
"Study1","P079","R18","Task_Fulfillment",3
"Study1","P080","R08","Global_Impression",4
"Study1","P080","R08","Linguistic_Realization",4
"Study1","P080","R08","Task_Fulfillment",2
"Study1","P080","R15","Global_Impression",3
"Study1","P080","R15","Linguistic_Realization",2
"Study1","P080","R15","Task_Fulfillment",3
"Study1","P081","R06","Global_Impression",4
"Study1","P081","R06","Linguistic_Realization",2
"Study1","P081","R06","Task_Fulfillment",2
"Study1","P081","R10","Global_Impression",4
"Study1","P081","R10","Linguistic_Realization",3
"Study1","P081","R10","Task_Fulfillment",4
"Study1","P082","R03","Global_Impression",4
"Study1","P082","R03","Linguistic_Realization",3
"Study1","P082","R03","Task_Fulfillment",3
"Study1","P082","R05","Global_Impression",4
"Study1","P082","R05","Linguistic_Realization",4
"Study1","P082","R05","Task_Fulfillment",3
"Study1","P083","R09","Global_Impression",2
"Study1","P083","R09","Linguistic_Realization",3
"Study1","P083","R09","Task_Fulfillment",4
"Study1","P083","R12","Global_Impression",3
"Study1","P083","R12","Linguistic_Realization",2
"Study1","P083","R12","Task_Fulfillment",3
"Study1","P084","R08","Global_Impression",4
"Study1","P084","R08","Linguistic_Realization",4
"Study1","P084","R08","Task_Fulfillment",4
"Study1","P084","R14","Global_Impression",4
"Study1","P084","R14","Linguistic_Realization",3
"Study1","P084","R14","Task_Fulfillment",4
"Study1","P085","R04","Global_Impression",3
"Study1","P085","R04","Linguistic_Realization",3
"Study1","P085","R04","Task_Fulfillment",2
"Study1","P085","R08","Global_Impression",3
"Study1","P085","R08","Linguistic_Realization",2
"Study1","P085","R08","Task_Fulfillment",2
"Study1","P086","R02","Global_Impression",4
"Study1","P086","R02","Linguistic_Realization",3
"Study1","P086","R02","Task_Fulfillment",3
"Study1","P086","R16","Global_Impression",3
"Study1","P086","R16","Linguistic_Realization",2
"Study1","P086","R16","Task_Fulfillment",2
"Study1","P087","R06","Global_Impression",2
"Study1","P087","R06","Linguistic_Realization",1
"Study1","P087","R06","Task_Fulfillment",2
"Study1","P087","R12","Global_Impression",2
"Study1","P087","R12","Linguistic_Realization",2
"Study1","P087","R12","Task_Fulfillment",3
"Study1","P088","R09","Global_Impression",2
"Study1","P088","R09","Linguistic_Realization",2
"Study1","P088","R09","Task_Fulfillment",3
"Study1","P088","R11","Global_Impression",2
"Study1","P088","R11","Linguistic_Realization",1
"Study1","P088","R11","Task_Fulfillment",2
"Study1","P089","R05","Global_Impression",1
"Study1","P089","R05","Linguistic_Realization",1
"Study1","P089","R05","Task_Fulfillment",2
"Study1","P089","R08","Global_Impression",3
"Study1","P089","R08","Linguistic_Realization",2
"Study1","P089","R08","Task_Fulfillment",2
"Study1","P090","R04","Global_Impression",3
"Study1","P090","R04","Linguistic_Realization",3
"Study1","P090","R04","Task_Fulfillment",2
"Study1","P090","R08","Global_Impression",4
"Study1","P090","R08","Linguistic_Realization",3
"Study1","P090","R08","Task_Fulfillment",3
"Study1","P091","R08","Global_Impression",3
"Study1","P091","R08","Linguistic_Realization",4
"Study1","P091","R08","Task_Fulfillment",2
"Study1","P091","R10","Global_Impression",3
"Study1","P091","R10","Linguistic_Realization",2
"Study1","P091","R10","Task_Fulfillment",1
"Study1","P092","R04","Global_Impression",3
"Study1","P092","R04","Linguistic_Realization",4
"Study1","P092","R04","Task_Fulfillment",4
"Study1","P092","R17","Global_Impression",3
"Study1","P092","R17","Linguistic_Realization",3
"Study1","P092","R17","Task_Fulfillment",3
"Study1","P093","R03","Global_Impression",3
"Study1","P093","R03","Linguistic_Realization",2
"Study1","P093","R03","Task_Fulfillment",4
"Study1","P093","R10","Global_Impression",4
"Study1","P093","R10","Linguistic_Realization",4
"Study1","P093","R10","Task_Fulfillment",2
"Study1","P094","R10","Global_Impression",3
"Study1","P094","R10","Linguistic_Realization",4
"Study1","P094","R10","Task_Fulfillment",3
"Study1","P094","R14","Global_Impression",3
"Study1","P094","R14","Linguistic_Realization",3
"Study1","P094","R14","Task_Fulfillment",3
"Study1","P095","R06","Global_Impression",3
"Study1","P095","R06","Linguistic_Realization",4
"Study1","P095","R06","Task_Fulfillment",1
"Study1","P095","R11","Global_Impression",3
"Study1","P095","R11","Linguistic_Realization",3
"Study1","P095","R11","Task_Fulfillment",3
"Study1","P096","R13","Global_Impression",4
"Study1","P096","R13","Linguistic_Realization",3
"Study1","P096","R13","Task_Fulfillment",2
"Study1","P096","R16","Global_Impression",4
"Study1","P096","R16","Linguistic_Realization",3
"Study1","P096","R16","Task_Fulfillment",2
"Study1","P097","R06","Global_Impression",3
"Study1","P097","R06","Linguistic_Realization",2
"Study1","P097","R06","Task_Fulfillment",3
"Study1","P097","R16","Global_Impression",4
"Study1","P097","R16","Linguistic_Realization",4
"Study1","P097","R16","Task_Fulfillment",4
"Study1","P098","R01","Global_Impression",4
"Study1","P098","R01","Linguistic_Realization",3
"Study1","P098","R01","Task_Fulfillment",4
"Study1","P098","R05","Global_Impression",2
"Study1","P098","R05","Linguistic_Realization",2
"Study1","P098","R05","Task_Fulfillment",4
"Study1","P099","R11","Global_Impression",4
"Study1","P099","R11","Linguistic_Realization",3
"Study1","P099","R11","Task_Fulfillment",2
"Study1","P099","R16","Global_Impression",4
"Study1","P099","R16","Linguistic_Realization",1
"Study1","P099","R16","Task_Fulfillment",3
"Study1","P100","R01","Global_Impression",1
"Study1","P100","R01","Linguistic_Realization",1
"Study1","P100","R01","Task_Fulfillment",2
"Study1","P100","R16","Global_Impression",4
"Study1","P100","R16","Linguistic_Realization",2
"Study1","P100","R16","Task_Fulfillment",2
"Study1","P101","R11","Global_Impression",3
"Study1","P101","R11","Linguistic_Realization",4
"Study1","P101","R11","Task_Fulfillment",4
"Study1","P101","R17","Global_Impression",4
"Study1","P101","R17","Linguistic_Realization",2
"Study1","P101","R17","Task_Fulfillment",2
"Study1","P102","R04","Global_Impression",3
"Study1","P102","R04","Linguistic_Realization",2
"Study1","P102","R04","Task_Fulfillment",2
"Study1","P102","R11","Global_Impression",2
"Study1","P102","R11","Linguistic_Realization",2
"Study1","P102","R11","Task_Fulfillment",1
"Study1","P103","R11","Global_Impression",4
"Study1","P103","R11","Linguistic_Realization",2
"Study1","P103","R11","Task_Fulfillment",2
"Study1","P103","R12","Global_Impression",3
"Study1","P103","R12","Linguistic_Realization",3
"Study1","P103","R12","Task_Fulfillment",3
"Study1","P104","R08","Global_Impression",4
"Study1","P104","R08","Linguistic_Realization",1
"Study1","P104","R08","Task_Fulfillment",1
"Study1","P104","R17","Global_Impression",4
"Study1","P104","R17","Linguistic_Realization",2
"Study1","P104","R17","Task_Fulfillment",1
"Study1","P105","R07","Global_Impression",4
"Study1","P105","R07","Linguistic_Realization",3
"Study1","P105","R07","Task_Fulfillment",3
"Study1","P105","R09","Global_Impression",4
"Study1","P105","R09","Linguistic_Realization",4
"Study1","P105","R09","Task_Fulfillment",4
"Study1","P106","R04","Global_Impression",4
"Study1","P106","R04","Linguistic_Realization",3
"Study1","P106","R04","Task_Fulfillment",2
"Study1","P106","R05","Global_Impression",4
"Study1","P106","R05","Linguistic_Realization",2
"Study1","P106","R05","Task_Fulfillment",2
"Study1","P107","R05","Global_Impression",3
"Study1","P107","R05","Linguistic_Realization",3
"Study1","P107","R05","Task_Fulfillment",1
"Study1","P107","R11","Global_Impression",2
"Study1","P107","R11","Linguistic_Realization",3
"Study1","P107","R11","Task_Fulfillment",2
"Study1","P108","R14","Global_Impression",4
"Study1","P108","R14","Linguistic_Realization",3
"Study1","P108","R14","Task_Fulfillment",4
"Study1","P108","R18","Global_Impression",4
"Study1","P108","R18","Linguistic_Realization",4
"Study1","P108","R18","Task_Fulfillment",4
"Study1","P109","R04","Global_Impression",4
"Study1","P109","R04","Linguistic_Realization",4
"Study1","P109","R04","Task_Fulfillment",3
"Study1","P109","R08","Global_Impression",3
"Study1","P109","R08","Linguistic_Realization",2
"Study1","P109","R08","Task_Fulfillment",4
"Study1","P110","R01","Global_Impression",3
"Study1","P110","R01","Linguistic_Realization",4
"Study1","P110","R01","Task_Fulfillment",3
"Study1","P110","R13","Global_Impression",2
"Study1","P110","R13","Linguistic_Realization",1
"Study1","P110","R13","Task_Fulfillment",1
"Study1","P111","R07","Global_Impression",4
"Study1","P111","R07","Linguistic_Realization",2
"Study1","P111","R07","Task_Fulfillment",4
"Study1","P111","R09","Global_Impression",3
"Study1","P111","R09","Linguistic_Realization",3
"Study1","P111","R09","Task_Fulfillment",2
"Study1","P112","R02","Global_Impression",2
"Study1","P112","R02","Linguistic_Realization",2
"Study1","P112","R02","Task_Fulfillment",1
"Study1","P112","R06","Global_Impression",2
"Study1","P112","R06","Linguistic_Realization",1
"Study1","P112","R06","Task_Fulfillment",1
"Study1","P113","R08","Global_Impression",3
"Study1","P113","R08","Linguistic_Realization",2
"Study1","P113","R08","Task_Fulfillment",2
"Study1","P113","R17","Global_Impression",2
"Study1","P113","R17","Linguistic_Realization",1
"Study1","P113","R17","Task_Fulfillment",1
"Study1","P114","R09","Global_Impression",4
"Study1","P114","R09","Linguistic_Realization",4
"Study1","P114","R09","Task_Fulfillment",3
"Study1","P114","R14","Global_Impression",4
"Study1","P114","R14","Linguistic_Realization",3
"Study1","P114","R14","Task_Fulfillment",3
"Study1","P115","R05","Global_Impression",3
"Study1","P115","R05","Linguistic_Realization",2
"Study1","P115","R05","Task_Fulfillment",3
"Study1","P115","R10","Global_Impression",2
"Study1","P115","R10","Linguistic_Realization",1
"Study1","P115","R10","Task_Fulfillment",2
"Study1","P116","R07","Global_Impression",4
"Study1","P116","R07","Linguistic_Realization",4
"Study1","P116","R07","Task_Fulfillment",4
"Study1","P116","R12","Global_Impression",4
"Study1","P116","R12","Linguistic_Realization",3
"Study1","P116","R12","Task_Fulfillment",4
"Study1","P117","R13","Global_Impression",2
"Study1","P117","R13","Linguistic_Realization",4
"Study1","P117","R13","Task_Fulfillment",1
"Study1","P117","R17","Global_Impression",4
"Study1","P117","R17","Linguistic_Realization",3
"Study1","P117","R17","Task_Fulfillment",4
"Study1","P118","R05","Global_Impression",4
"Study1","P118","R05","Linguistic_Realization",4
"Study1","P118","R05","Task_Fulfillment",4
"Study1","P118","R11","Global_Impression",4
"Study1","P118","R11","Linguistic_Realization",3
"Study1","P118","R11","Task_Fulfillment",3
"Study1","P119","R08","Global_Impression",3
"Study1","P119","R08","Linguistic_Realization",2
"Study1","P119","R08","Task_Fulfillment",3
"Study1","P119","R11","Global_Impression",4
"Study1","P119","R11","Linguistic_Realization",2
"Study1","P119","R11","Task_Fulfillment",2
"Study1","P120","R10","Global_Impression",4
"Study1","P120","R10","Linguistic_Realization",4
"Study1","P120","R10","Task_Fulfillment",3
"Study1","P120","R11","Global_Impression",4
"Study1","P120","R11","Linguistic_Realization",2
"Study1","P120","R11","Task_Fulfillment",3
"Study1","P121","R06","Global_Impression",3
"Study1","P121","R06","Linguistic_Realization",2
"Study1","P121","R06","Task_Fulfillment",2
"Study1","P121","R10","Global_Impression",4
"Study1","P121","R10","Linguistic_Realization",2
"Study1","P121","R10","Task_Fulfillment",1
"Study1","P122","R09","Global_Impression",4
"Study1","P122","R09","Linguistic_Realization",3
"Study1","P122","R09","Task_Fulfillment",4
"Study1","P122","R18","Global_Impression",4
"Study1","P122","R18","Linguistic_Realization",1
"Study1","P122","R18","Task_Fulfillment",3
"Study1","P123","R08","Global_Impression",2
"Study1","P123","R08","Linguistic_Realization",3
"Study1","P123","R08","Task_Fulfillment",2
"Study1","P123","R18","Global_Impression",3
"Study1","P123","R18","Linguistic_Realization",2
"Study1","P123","R18","Task_Fulfillment",1
"Study1","P124","R01","Global_Impression",2
"Study1","P124","R01","Linguistic_Realization",3
"Study1","P124","R01","Task_Fulfillment",1
"Study1","P124","R18","Global_Impression",3
"Study1","P124","R18","Linguistic_Realization",1
"Study1","P124","R18","Task_Fulfillment",1
"Study1","P125","R08","Global_Impression",4
"Study1","P125","R08","Linguistic_Realization",4
"Study1","P125","R08","Task_Fulfillment",4
"Study1","P125","R11","Global_Impression",4
"Study1","P125","R11","Linguistic_Realization",3
"Study1","P125","R11","Task_Fulfillment",2
"Study1","P126","R01","Global_Impression",3
"Study1","P126","R01","Linguistic_Realization",4
"Study1","P126","R01","Task_Fulfillment",2
"Study1","P126","R02","Global_Impression",4
"Study1","P126","R02","Linguistic_Realization",4
"Study1","P126","R02","Task_Fulfillment",3
"Study1","P127","R08","Global_Impression",4
"Study1","P127","R08","Linguistic_Realization",4
"Study1","P127","R08","Task_Fulfillment",4
"Study1","P127","R18","Global_Impression",4
"Study1","P127","R18","Linguistic_Realization",3
"Study1","P127","R18","Task_Fulfillment",4
"Study1","P128","R14","Global_Impression",4
"Study1","P128","R14","Linguistic_Realization",4
"Study1","P128","R14","Task_Fulfillment",4
"Study1","P128","R16","Global_Impression",3
"Study1","P128","R16","Linguistic_Realization",3
"Study1","P128","R16","Task_Fulfillment",4
"Study1","P129","R03","Global_Impression",4
"Study1","P129","R03","Linguistic_Realization",2
"Study1","P129","R03","Task_Fulfillment",3
"Study1","P129","R17","Global_Impression",2
"Study1","P129","R17","Linguistic_Realization",2
"Study1","P129","R17","Task_Fulfillment",2
"Study1","P130","R05","Global_Impression",4
"Study1","P130","R05","Linguistic_Realization",3
"Study1","P130","R05","Task_Fulfillment",1
"Study1","P130","R18","Global_Impression",4
"Study1","P130","R18","Linguistic_Realization",3
"Study1","P130","R18","Task_Fulfillment",3
"Study1","P131","R08","Global_Impression",4
"Study1","P131","R08","Linguistic_Realization",2
"Study1","P131","R08","Task_Fulfillment",4
"Study1","P131","R12","Global_Impression",3
"Study1","P131","R12","Linguistic_Realization",3
"Study1","P131","R12","Task_Fulfillment",4
"Study1","P132","R04","Global_Impression",3
"Study1","P132","R04","Linguistic_Realization",2
"Study1","P132","R04","Task_Fulfillment",2
"Study1","P132","R11","Global_Impression",3
"Study1","P132","R11","Linguistic_Realization",1
"Study1","P132","R11","Task_Fulfillment",2
"Study1","P133","R05","Global_Impression",4
"Study1","P133","R05","Linguistic_Realization",2
"Study1","P133","R05","Task_Fulfillment",2
"Study1","P133","R08","Global_Impression",4
"Study1","P133","R08","Linguistic_Realization",2
"Study1","P133","R08","Task_Fulfillment",3
"Study1","P134","R02","Global_Impression",3
"Study1","P134","R02","Linguistic_Realization",4
"Study1","P134","R02","Task_Fulfillment",3
"Study1","P134","R04","Global_Impression",4
"Study1","P134","R04","Linguistic_Realization",4
"Study1","P134","R04","Task_Fulfillment",4
"Study1","P135","R06","Global_Impression",4
"Study1","P135","R06","Linguistic_Realization",3
"Study1","P135","R06","Task_Fulfillment",4
"Study1","P135","R10","Global_Impression",4
"Study1","P135","R10","Linguistic_Realization",4
"Study1","P135","R10","Task_Fulfillment",4
"Study1","P136","R05","Global_Impression",2
"Study1","P136","R05","Linguistic_Realization",1
"Study1","P136","R05","Task_Fulfillment",2
"Study1","P136","R06","Global_Impression",1
"Study1","P136","R06","Linguistic_Realization",1
"Study1","P136","R06","Task_Fulfillment",1
"Study1","P137","R09","Global_Impression",4
"Study1","P137","R09","Linguistic_Realization",4
"Study1","P137","R09","Task_Fulfillment",3
"Study1","P137","R18","Global_Impression",4
"Study1","P137","R18","Linguistic_Realization",3
"Study1","P137","R18","Task_Fulfillment",2
"Study1","P138","R06","Global_Impression",4
"Study1","P138","R06","Linguistic_Realization",1
"Study1","P138","R06","Task_Fulfillment",2
"Study1","P138","R10","Global_Impression",3
"Study1","P138","R10","Linguistic_Realization",4
"Study1","P138","R10","Task_Fulfillment",1
"Study1","P139","R12","Global_Impression",3
"Study1","P139","R12","Linguistic_Realization",3
"Study1","P139","R12","Task_Fulfillment",4
"Study1","P139","R18","Global_Impression",4
"Study1","P139","R18","Linguistic_Realization",3
"Study1","P139","R18","Task_Fulfillment",3
"Study1","P140","R01","Global_Impression",4
"Study1","P140","R01","Linguistic_Realization",2
"Study1","P140","R01","Task_Fulfillment",3
"Study1","P140","R05","Global_Impression",4
"Study1","P140","R05","Linguistic_Realization",4
"Study1","P140","R05","Task_Fulfillment",3
"Study1","P141","R04","Global_Impression",4
"Study1","P141","R04","Linguistic_Realization",3
"Study1","P141","R04","Task_Fulfillment",2
"Study1","P141","R06","Global_Impression",1
"Study1","P141","R06","Linguistic_Realization",2
"Study1","P141","R06","Task_Fulfillment",4
"Study1","P142","R08","Global_Impression",3
"Study1","P142","R08","Linguistic_Realization",3
"Study1","P142","R08","Task_Fulfillment",4
"Study1","P142","R10","Global_Impression",1
"Study1","P142","R10","Linguistic_Realization",1
"Study1","P142","R10","Task_Fulfillment",3
"Study1","P143","R05","Global_Impression",4
"Study1","P143","R05","Linguistic_Realization",3
"Study1","P143","R05","Task_Fulfillment",4
"Study1","P143","R18","Global_Impression",2
"Study1","P143","R18","Linguistic_Realization",2
"Study1","P143","R18","Task_Fulfillment",4
"Study1","P144","R05","Global_Impression",4
"Study1","P144","R05","Linguistic_Realization",3
"Study1","P144","R05","Task_Fulfillment",4
"Study1","P144","R17","Global_Impression",4
"Study1","P144","R17","Linguistic_Realization",4
"Study1","P144","R17","Task_Fulfillment",4
"Study1","P145","R08","Global_Impression",4
"Study1","P145","R08","Linguistic_Realization",2
"Study1","P145","R08","Task_Fulfillment",1
"Study1","P145","R11","Global_Impression",3
"Study1","P145","R11","Linguistic_Realization",1
"Study1","P145","R11","Task_Fulfillment",2
"Study1","P146","R05","Global_Impression",4
"Study1","P146","R05","Linguistic_Realization",4
"Study1","P146","R05","Task_Fulfillment",4
"Study1","P146","R10","Global_Impression",3
"Study1","P146","R10","Linguistic_Realization",3
"Study1","P146","R10","Task_Fulfillment",3
"Study1","P147","R01","Global_Impression",3
"Study1","P147","R01","Linguistic_Realization",2
"Study1","P147","R01","Task_Fulfillment",2
"Study1","P147","R13","Global_Impression",1
"Study1","P147","R13","Linguistic_Realization",2
"Study1","P147","R13","Task_Fulfillment",3
"Study1","P148","R03","Global_Impression",3
"Study1","P148","R03","Linguistic_Realization",3
"Study1","P148","R03","Task_Fulfillment",2
"Study1","P148","R07","Global_Impression",3
"Study1","P148","R07","Linguistic_Realization",2
"Study1","P148","R07","Task_Fulfillment",3
"Study1","P149","R05","Global_Impression",4
"Study1","P149","R05","Linguistic_Realization",3
"Study1","P149","R05","Task_Fulfillment",4
"Study1","P149","R08","Global_Impression",4
"Study1","P149","R08","Linguistic_Realization",4
"Study1","P149","R08","Task_Fulfillment",4
"Study1","P150","R01","Global_Impression",1
"Study1","P150","R01","Linguistic_Realization",3
"Study1","P150","R01","Task_Fulfillment",1
"Study1","P150","R18","Global_Impression",3
"Study1","P150","R18","Linguistic_Realization",3
"Study1","P150","R18","Task_Fulfillment",2
"Study1","P151","R10","Global_Impression",4
"Study1","P151","R10","Linguistic_Realization",2
"Study1","P151","R10","Task_Fulfillment",2
"Study1","P151","R11","Global_Impression",2
"Study1","P151","R11","Linguistic_Realization",1
"Study1","P151","R11","Task_Fulfillment",2
"Study1","P152","R01","Global_Impression",2
"Study1","P152","R01","Linguistic_Realization",3
"Study1","P152","R01","Task_Fulfillment",1
"Study1","P152","R17","Global_Impression",4
"Study1","P152","R17","Linguistic_Realization",2
"Study1","P152","R17","Task_Fulfillment",1
"Study1","P153","R02","Global_Impression",4
"Study1","P153","R02","Linguistic_Realization",2
"Study1","P153","R02","Task_Fulfillment",3
"Study1","P153","R03","Global_Impression",4
"Study1","P153","R03","Linguistic_Realization",4
"Study1","P153","R03","Task_Fulfillment",3
"Study1","P154","R01","Global_Impression",4
