"Study","Person","Rater","Criterion","Score"
"Study1","P231","R06","Global_Impression",3
"Study1","P231","R06","Linguistic_Realization",1
"Study1","P231","R06","Task_Fulfillment",1
"Study1","P231","R09","Global_Impression",3
"Study1","P231","R09","Linguistic_Realization",1
"Study1","P231","R09","Task_Fulfillment",2
"Study1","P232","R04","Global_Impression",4
"Study1","P232","R04","Linguistic_Realization",4
"Study1","P232","R04","Task_Fulfillment",2
"Study1","P232","R08","Global_Impression",4
"Study1","P232","R08","Linguistic_Realization",3
"Study1","P232","R08","Task_Fulfillment",3
"Study1","P233","R05","Global_Impression",4
"Study1","P233","R05","Linguistic_Realization",3
"Study1","P233","R05","Task_Fulfillment",3
"Study1","P233","R11","Global_Impression",3
"Study1","P233","R11","Linguistic_Realization",4
"Study1","P233","R11","Task_Fulfillment",3
"Study1","P234","R11","Global_Impression",3
"Study1","P234","R11","Linguistic_Realization",4
"Study1","P234","R11","Task_Fulfillment",4
"Study1","P234","R18","Global_Impression",3
"Study1","P234","R18","Linguistic_Realization",3
"Study1","P234","R18","Task_Fulfillment",2
"Study1","P235","R09","Global_Impression",4
"Study1","P235","R09","Linguistic_Realization",4
"Study1","P235","R09","Task_Fulfillment",2
"Study1","P235","R16","Global_Impression",4
"Study1","P235","R16","Linguistic_Realization",2
"Study1","P235","R16","Task_Fulfillment",4
"Study1","P236","R08","Global_Impression",4
"Study1","P236","R08","Linguistic_Realization",4
"Study1","P236","R08","Task_Fulfillment",3
"Study1","P236","R11","Global_Impression",4
"Study1","P236","R11","Linguistic_Realization",2
"Study1","P236","R11","Task_Fulfillment",1
"Study1","P237","R10","Global_Impression",4
"Study1","P237","R10","Linguistic_Realization",4
"Study1","P237","R10","Task_Fulfillment",3
"Study1","P237","R12","Global_Impression",4
"Study1","P237","R12","Linguistic_Realization",4
"Study1","P237","R12","Task_Fulfillment",4
"Study1","P238","R10","Global_Impression",2
"Study1","P238","R10","Linguistic_Realization",3
"Study1","P238","R10","Task_Fulfillment",1
"Study1","P238","R13","Global_Impression",3
"Study1","P238","R13","Linguistic_Realization",2
"Study1","P238","R13","Task_Fulfillment",2
"Study1","P239","R06","Global_Impression",4
"Study1","P239","R06","Linguistic_Realization",4
"Study1","P239","R06","Task_Fulfillment",4
"Study1","P239","R08","Global_Impression",4
"Study1","P239","R08","Linguistic_Realization",4
"Study1","P239","R08","Task_Fulfillment",4
"Study1","P240","R10","Global_Impression",2
"Study1","P240","R10","Linguistic_Realization",1
"Study1","P240","R10","Task_Fulfillment",1
"Study1","P240","R14","Global_Impression",2
"Study1","P240","R14","Linguistic_Realization",3
"Study1","P240","R14","Task_Fulfillment",2
"Study1","P241","R08","Global_Impression",3
"Study1","P241","R08","Linguistic_Realization",4
"Study1","P241","R08","Task_Fulfillment",4
"Study1","P241","R18","Global_Impression",4
"Study1","P241","R18","Linguistic_Realization",4
"Study1","P241","R18","Task_Fulfillment",3
"Study1","P242","R10","Global_Impression",2
"Study1","P242","R10","Linguistic_Realization",1
"Study1","P242","R10","Task_Fulfillment",2
"Study1","P242","R11","Global_Impression",3
"Study1","P242","R11","Linguistic_Realization",2
"Study1","P242","R11","Task_Fulfillment",2
"Study1","P243","R06","Global_Impression",1
"Study1","P243","R06","Linguistic_Realization",3
"Study1","P243","R06","Task_Fulfillment",3
"Study1","P243","R10","Global_Impression",3
"Study1","P243","R10","Linguistic_Realization",2
"Study1","P243","R10","Task_Fulfillment",2
"Study1","P244","R02","Global_Impression",3
"Study1","P244","R02","Linguistic_Realization",1
"Study1","P244","R02","Task_Fulfillment",2
"Study1","P244","R05","Global_Impression",3
"Study1","P244","R05","Linguistic_Realization",3
"Study1","P244","R05","Task_Fulfillment",2
"Study1","P245","R10","Global_Impression",4
"Study1","P245","R10","Linguistic_Realization",3
"Study1","P245","R10","Task_Fulfillment",1
"Study1","P245","R13","Global_Impression",2
"Study1","P245","R13","Linguistic_Realization",1
"Study1","P245","R13","Task_Fulfillment",1
"Study1","P246","R13","Global_Impression",2
"Study1","P246","R13","Linguistic_Realization",3
"Study1","P246","R13","Task_Fulfillment",1
"Study1","P246","R16","Global_Impression",4
"Study1","P246","R16","Linguistic_Realization",3
"Study1","P246","R16","Task_Fulfillment",3
"Study1","P247","R08","Global_Impression",4
"Study1","P247","R08","Linguistic_Realization",4
"Study1","P247","R08","Task_Fulfillment",2
"Study1","P247","R18","Global_Impression",4
"Study1","P247","R18","Linguistic_Realization",4
"Study1","P247","R18","Task_Fulfillment",4
"Study1","P248","R05","Global_Impression",4
"Study1","P248","R05","Linguistic_Realization",4
"Study1","P248","R05","Task_Fulfillment",4
"Study1","P248","R10","Global_Impression",4
"Study1","P248","R10","Linguistic_Realization",2
"Study1","P248","R10","Task_Fulfillment",4
"Study1","P249","R10","Global_Impression",4
"Study1","P249","R10","Linguistic_Realization",2
"Study1","P249","R10","Task_Fulfillment",1
"Study1","P249","R11","Global_Impression",4
"Study1","P249","R11","Linguistic_Realization",2
"Study1","P249","R11","Task_Fulfillment",2
"Study1","P250","R14","Global_Impression",3
"Study1","P250","R14","Linguistic_Realization",2
"Study1","P250","R14","Task_Fulfillment",3
"Study1","P250","R17","Global_Impression",2
"Study1","P250","R17","Linguistic_Realization",2
"Study1","P250","R17","Task_Fulfillment",2
"Study1","P251","R13","Global_Impression",2
"Study1","P251","R13","Linguistic_Realization",1
"Study1","P251","R13","Task_Fulfillment",1
"Study1","P251","R14","Global_Impression",4
"Study1","P251","R14","Linguistic_Realization",4
"Study1","P251","R14","Task_Fulfillment",4
"Study1","P252","R10","Global_Impression",3
"Study1","P252","R10","Linguistic_Realization",1
"Study1","P252","R10","Task_Fulfillment",2
"Study1","P252","R17","Global_Impression",4
"Study1","P252","R17","Linguistic_Realization",1
"Study1","P252","R17","Task_Fulfillment",1
"Study1","P253","R10","Global_Impression",4
"Study1","P253","R10","Linguistic_Realization",3
"Study1","P253","R10","Task_Fulfillment",3
"Study1","P253","R17","Global_Impression",4
"Study1","P253","R17","Linguistic_Realization",2
"Study1","P253","R17","Task_Fulfillment",4
"Study1","P254","R08","Global_Impression",4
"Study1","P254","R08","Linguistic_Realization",4
"Study1","P254","R08","Task_Fulfillment",3
"Study1","P254","R09","Global_Impression",4
"Study1","P254","R09","Linguistic_Realization",2
"Study1","P254","R09","Task_Fulfillment",4
"Study1","P255","R08","Global_Impression",4
"Study1","P255","R08","Linguistic_Realization",4
"Study1","P255","R08","Task_Fulfillment",4
"Study1","P255","R10","Global_Impression",4
"Study1","P255","R10","Linguistic_Realization",3
"Study1","P255","R10","Task_Fulfillment",2
"Study1","P256","R06","Global_Impression",1
"Study1","P256","R06","Linguistic_Realization",2
"Study1","P256","R06","Task_Fulfillment",1
"Study1","P256","R10","Global_Impression",2
"Study1","P256","R10","Linguistic_Realization",3
"Study1","P256","R10","Task_Fulfillment",1
"Study1","P257","R05","Global_Impression",4
"Study1","P257","R05","Linguistic_Realization",4
"Study1","P257","R05","Task_Fulfillment",4
"Study1","P257","R06","Global_Impression",3
"Study1","P257","R06","Linguistic_Realization",4
"Study1","P257","R06","Task_Fulfillment",2
"Study1","P258","R04","Global_Impression",3
"Study1","P258","R04","Linguistic_Realization",3
"Study1","P258","R04","Task_Fulfillment",4
"Study1","P258","R12","Global_Impression",4
"Study1","P258","R12","Linguistic_Realization",3
"Study1","P258","R12","Task_Fulfillment",2
"Study1","P259","R01","Global_Impression",4
"Study1","P259","R01","Linguistic_Realization",4
"Study1","P259","R01","Task_Fulfillment",4
"Study1","P259","R14","Global_Impression",4
"Study1","P259","R14","Linguistic_Realization",4
"Study1","P259","R14","Task_Fulfillment",3
"Study1","P260","R06","Global_Impression",2
"Study1","P260","R06","Linguistic_Realization",3
"Study1","P260","R06","Task_Fulfillment",2
"Study1","P260","R08","Global_Impression",4
"Study1","P260","R08","Linguistic_Realization",4
"Study1","P260","R08","Task_Fulfillment",4
"Study1","P261","R05","Global_Impression",4
"Study1","P261","R05","Linguistic_Realization",3
"Study1","P261","R05","Task_Fulfillment",2
"Study1","P261","R07","Global_Impression",3
"Study1","P261","R07","Linguistic_Realization",2
"Study1","P261","R07","Task_Fulfillment",2
"Study1","P262","R06","Global_Impression",1
"Study1","P262","R06","Linguistic_Realization",1
"Study1","P262","R06","Task_Fulfillment",2
"Study1","P262","R09","Global_Impression",2
"Study1","P262","R09","Linguistic_Realization",3
"Study1","P262","R09","Task_Fulfillment",4
"Study1","P263","R11","Global_Impression",2
"Study1","P263","R11","Linguistic_Realization",2
"Study1","P263","R11","Task_Fulfillment",2
"Study1","P263","R12","Global_Impression",4
"Study1","P263","R12","Linguistic_Realization",3
"Study1","P263","R12","Task_Fulfillment",3
"Study1","P264","R05","Global_Impression",4
"Study1","P264","R05","Linguistic_Realization",3
"Study1","P264","R05","Task_Fulfillment",3
"Study1","P264","R08","Global_Impression",3
"Study1","P264","R08","Linguistic_Realization",3
"Study1","P264","R08","Task_Fulfillment",4
"Study1","P265","R12","Global_Impression",4
"Study1","P265","R12","Linguistic_Realization",4
"Study1","P265","R12","Task_Fulfillment",2
"Study1","P265","R16","Global_Impression",4
"Study1","P265","R16","Linguistic_Realization",3
"Study1","P265","R16","Task_Fulfillment",3
"Study1","P266","R10","Global_Impression",3
"Study1","P266","R10","Linguistic_Realization",1
"Study1","P266","R10","Task_Fulfillment",2
"Study1","P266","R11","Global_Impression",3
"Study1","P266","R11","Linguistic_Realization",1
"Study1","P266","R11","Task_Fulfillment",2
"Study1","P267","R08","Global_Impression",4
"Study1","P267","R08","Linguistic_Realization",2
"Study1","P267","R08","Task_Fulfillment",3
"Study1","P267","R11","Global_Impression",2
"Study1","P267","R11","Linguistic_Realization",2
"Study1","P267","R11","Task_Fulfillment",1
"Study1","P268","R01","Global_Impression",3
"Study1","P268","R01","Linguistic_Realization",2
"Study1","P268","R01","Task_Fulfillment",2
"Study1","P268","R11","Global_Impression",4
"Study1","P268","R11","Linguistic_Realization",1
"Study1","P268","R11","Task_Fulfillment",1
"Study1","P269","R09","Global_Impression",4
"Study1","P269","R09","Linguistic_Realization",4
"Study1","P269","R09","Task_Fulfillment",3
"Study1","P269","R11","Global_Impression",4
"Study1","P269","R11","Linguistic_Realization",2
"Study1","P269","R11","Task_Fulfillment",3
"Study1","P270","R03","Global_Impression",4
"Study1","P270","R03","Linguistic_Realization",4
"Study1","P270","R03","Task_Fulfillment",3
"Study1","P270","R08","Global_Impression",4
"Study1","P270","R08","Linguistic_Realization",2
"Study1","P270","R08","Task_Fulfillment",4
"Study1","P271","R10","Global_Impression",2
"Study1","P271","R10","Linguistic_Realization",2
"Study1","P271","R10","Task_Fulfillment",2
"Study1","P271","R11","Global_Impression",3
"Study1","P271","R11","Linguistic_Realization",1
"Study1","P271","R11","Task_Fulfillment",4
"Study1","P272","R05","Global_Impression",3
"Study1","P272","R05","Linguistic_Realization",3
"Study1","P272","R05","Task_Fulfillment",2
"Study1","P272","R08","Global_Impression",4
"Study1","P272","R08","Linguistic_Realization",3
"Study1","P272","R08","Task_Fulfillment",3
"Study1","P273","R07","Global_Impression",4
"Study1","P273","R07","Linguistic_Realization",4
"Study1","P273","R07","Task_Fulfillment",3
"Study1","P273","R12","Global_Impression",3
"Study1","P273","R12","Linguistic_Realization",3
"Study1","P273","R12","Task_Fulfillment",4
"Study1","P274","R09","Global_Impression",4
"Study1","P274","R09","Linguistic_Realization",4
"Study1","P274","R09","Task_Fulfillment",3
"Study1","P274","R14","Global_Impression",4
"Study1","P274","R14","Linguistic_Realization",4
"Study1","P274","R14","Task_Fulfillment",2
"Study1","P275","R11","Global_Impression",4
"Study1","P275","R11","Linguistic_Realization",4
"Study1","P275","R11","Task_Fulfillment",2
"Study1","P275","R12","Global_Impression",4
"Study1","P275","R12","Linguistic_Realization",3
"Study1","P275","R12","Task_Fulfillment",4
"Study1","P276","R09","Global_Impression",4
"Study1","P276","R09","Linguistic_Realization",4
"Study1","P276","R09","Task_Fulfillment",3
"Study1","P276","R17","Global_Impression",3
"Study1","P276","R17","Linguistic_Realization",4
"Study1","P276","R17","Task_Fulfillment",1
"Study1","P277","R02","Global_Impression",3
"Study1","P277","R02","Linguistic_Realization",3
"Study1","P277","R02","Task_Fulfillment",2
"Study1","P277","R08","Global_Impression",4
"Study1","P277","R08","Linguistic_Realization",4
"Study1","P277","R08","Task_Fulfillment",3
"Study1","P278","R10","Global_Impression",4
"Study1","P278","R10","Linguistic_Realization",3
"Study1","P278","R10","Task_Fulfillment",4
"Study1","P278","R17","Global_Impression",4
"Study1","P278","R17","Linguistic_Realization",4
"Study1","P278","R17","Task_Fulfillment",3
"Study1","P279","R08","Global_Impression",4
"Study1","P279","R08","Linguistic_Realization",2
"Study1","P279","R08","Task_Fulfillment",4
"Study1","P279","R18","Global_Impression",4
"Study1","P279","R18","Linguistic_Realization",2
"Study1","P279","R18","Task_Fulfillment",2
"Study1","P280","R06","Global_Impression",3
"Study1","P280","R06","Linguistic_Realization",3
"Study1","P280","R06","Task_Fulfillment",4
"Study1","P280","R18","Global_Impression",4
"Study1","P280","R18","Linguistic_Realization",3
"Study1","P280","R18","Task_Fulfillment",4
"Study1","P281","R04","Global_Impression",3
"Study1","P281","R04","Linguistic_Realization",3
"Study1","P281","R04","Task_Fulfillment",3
"Study1","P281","R08","Global_Impression",3
"Study1","P281","R08","Linguistic_Realization",3
"Study1","P281","R08","Task_Fulfillment",2
"Study1","P282","R02","Global_Impression",2
"Study1","P282","R02","Linguistic_Realization",3
"Study1","P282","R02","Task_Fulfillment",4
"Study1","P282","R08","Global_Impression",4
"Study1","P282","R08","Linguistic_Realization",4
"Study1","P282","R08","Task_Fulfillment",2
"Study1","P283","R04","Global_Impression",4
"Study1","P283","R04","Linguistic_Realization",1
"Study1","P283","R04","Task_Fulfillment",3
"Study1","P283","R10","Global_Impression",2
"Study1","P283","R10","Linguistic_Realization",3
"Study1","P283","R10","Task_Fulfillment",3
"Study1","P284","R05","Global_Impression",4
"Study1","P284","R05","Linguistic_Realization",2
"Study1","P284","R05","Task_Fulfillment",2
"Study1","P284","R09","Global_Impression",4
"Study1","P284","R09","Linguistic_Realization",4
"Study1","P284","R09","Task_Fulfillment",3
"Study1","P285","R03","Global_Impression",4
"Study1","P285","R03","Linguistic_Realization",3
"Study1","P285","R03","Task_Fulfillment",3
"Study1","P285","R08","Global_Impression",3
"Study1","P285","R08","Linguistic_Realization",4
"Study1","P285","R08","Task_Fulfillment",1
"Study1","P286","R03","Global_Impression",2
"Study1","P286","R03","Linguistic_Realization",4
"Study1","P286","R03","Task_Fulfillment",2
"Study1","P286","R10","Global_Impression",3
"Study1","P286","R10","Linguistic_Realization",2
"Study1","P286","R10","Task_Fulfillment",2
"Study1","P287","R05","Global_Impression",4
"Study1","P287","R05","Linguistic_Realization",4
"Study1","P287","R05","Task_Fulfillment",3
"Study1","P287","R16","Global_Impression",4
"Study1","P287","R16","Linguistic_Realization",3
"Study1","P287","R16","Task_Fulfillment",4
"Study1","P288","R06","Global_Impression",3
"Study1","P288","R06","Linguistic_Realization",1
"Study1","P288","R06","Task_Fulfillment",1
"Study1","P288","R09","Global_Impression",3
"Study1","P288","R09","Linguistic_Realization",2
"Study1","P288","R09","Task_Fulfillment",3
"Study1","P289","R09","Global_Impression",4
"Study1","P289","R09","Linguistic_Realization",3
"Study1","P289","R09","Task_Fulfillment",4
"Study1","P289","R13","Global_Impression",3
"Study1","P289","R13","Linguistic_Realization",3
"Study1","P289","R13","Task_Fulfillment",2
"Study1","P290","R11","Global_Impression",4
"Study1","P290","R11","Linguistic_Realization",4
"Study1","P290","R11","Task_Fulfillment",3
"Study1","P290","R16","Global_Impression",4
"Study1","P290","R16","Linguistic_Realization",4
"Study1","P290","R16","Task_Fulfillment",3
"Study1","P291","R07","Global_Impression",4
"Study1","P291","R07","Linguistic_Realization",4
"Study1","P291","R07","Task_Fulfillment",3
"Study1","P291","R08","Global_Impression",4
"Study1","P291","R08","Linguistic_Realization",3
"Study1","P291","R08","Task_Fulfillment",4
"Study1","P292","R02","Global_Impression",3
"Study1","P292","R02","Linguistic_Realization",2
"Study1","P292","R02","Task_Fulfillment",1
"Study1","P292","R04","Global_Impression",4
"Study1","P292","R04","Linguistic_Realization",4
"Study1","P292","R04","Task_Fulfillment",3
"Study1","P293","R04","Global_Impression",4
"Study1","P293","R04","Linguistic_Realization",3
"Study1","P293","R04","Task_Fulfillment",4
"Study1","P293","R11","Global_Impression",4
"Study1","P293","R11","Linguistic_Realization",2
"Study1","P293","R11","Task_Fulfillment",2
"Study1","P294","R06","Global_Impression",4
"Study1","P294","R06","Linguistic_Realization",1
"Study1","P294","R06","Task_Fulfillment",2
"Study1","P294","R08","Global_Impression",4
"Study1","P294","R08","Linguistic_Realization",3
"Study1","P294","R08","Task_Fulfillment",4
"Study1","P295","R02","Global_Impression",4
"Study1","P295","R02","Linguistic_Realization",4
"Study1","P295","R02","Task_Fulfillment",4
"Study1","P295","R10","Global_Impression",3
"Study1","P295","R10","Linguistic_Realization",4
"Study1","P295","R10","Task_Fulfillment",4
"Study1","P296","R05","Global_Impression",2
"Study1","P296","R05","Linguistic_Realization",2
"Study1","P296","R05","Task_Fulfillment",2
"Study1","P296","R17","Global_Impression",4
"Study1","P296","R17","Linguistic_Realization",1
"Study1","P296","R17","Task_Fulfillment",1
"Study1","P297","R13","Global_Impression",1
"Study1","P297","R13","Linguistic_Realization",1
"Study1","P297","R13","Task_Fulfillment",2
"Study1","P297","R18","Global_Impression",4
"Study1","P297","R18","Linguistic_Realization",3
"Study1","P297","R18","Task_Fulfillment",2
"Study1","P298","R10","Global_Impression",3
"Study1","P298","R10","Linguistic_Realization",1
"Study1","P298","R10","Task_Fulfillment",1
"Study1","P298","R12","Global_Impression",2
"Study1","P298","R12","Linguistic_Realization",1
"Study1","P298","R12","Task_Fulfillment",2
"Study1","P299","R13","Global_Impression",3
"Study1","P299","R13","Linguistic_Realization",3
"Study1","P299","R13","Task_Fulfillment",3
"Study1","P299","R17","Global_Impression",4
"Study1","P299","R17","Linguistic_Realization",2
"Study1","P299","R17","Task_Fulfillment",4
"Study1","P300","R01","Global_Impression",4
"Study1","P300","R01","Linguistic_Realization",3
"Study1","P300","R01","Task_Fulfillment",2
"Study1","P300","R04","Global_Impression",4
"Study1","P300","R04","Linguistic_Realization",4
"Study1","P300","R04","Task_Fulfillment",4
"Study1","P301","R03","Global_Impression",2
"Study1","P301","R03","Linguistic_Realization",4
"Study1","P301","R03","Task_Fulfillment",3
"Study1","P301","R09","Global_Impression",3
"Study1","P301","R09","Linguistic_Realization",3
"Study1","P301","R09","Task_Fulfillment",2
"Study1","P302","R04","Global_Impression",4
"Study1","P302","R04","Linguistic_Realization",3
"Study1","P302","R04","Task_Fulfillment",4
"Study1","P302","R09","Global_Impression",4
"Study1","P302","R09","Linguistic_Realization",2
"Study1","P302","R09","Task_Fulfillment",3
"Study1","P303","R06","Global_Impression",3
"Study1","P303","R06","Linguistic_Realization",1
"Study1","P303","R06","Task_Fulfillment",1
"Study1","P303","R11","Global_Impression",3
"Study1","P303","R11","Linguistic_Realization",2
"Study1","P303","R11","Task_Fulfillment",1
"Study1","P304","R03","Global_Impression",4
"Study1","P304","R03","Linguistic_Realization",2
"Study1","P304","R03","Task_Fulfillment",4
"Study1","P304","R10","Global_Impression",4
"Study1","P304","R10","Linguistic_Realization",4
"Study1","P304","R10","Task_Fulfillment",3
"Study1","P305","R05","Global_Impression",4
"Study1","P305","R05","Linguistic_Realization",3
"Study1","P305","R05","Task_Fulfillment",2
"Study1","P305","R12","Global_Impression",2
"Study1","P305","R12","Linguistic_Realization",1
"Study1","P305","R12","Task_Fulfillment",3
"Study1","P306","R05","Global_Impression",4
"Study1","P306","R05","Linguistic_Realization",3
"Study1","P306","R05","Task_Fulfillment",1
"Study1","P306","R10","Global_Impression",4
"Study1","P306","R10","Linguistic_Realization",2
"Study1","P306","R10","Task_Fulfillment",4
"Study1","P307","R10","Global_Impression",3
"Study1","P307","R10","Linguistic_Realization",2
"Study1","P307","R10","Task_Fulfillment",1
"Study1","P307","R15","Global_Impression",4
"Study1","P307","R15","Linguistic_Realization",2
"Study1","P307","R15","Task_Fulfillment",2
